Rulero,Escuela,Distancia,x_wgs,y_wgs
6,ALBERTO THORMANN,2879.303446,-68.86721,-32.87274
6,PROFESORA SILVIA CATALLINI,1734.45096,-68.87468,-32.88705
6,S/NOMBRE,650.702732,-68.86721,-32.87274
6,COMPLEJO PENITENC.II SAN FELIPE,631.9579101,-68.86721,-32.87274
6,COMPL.PENITENCIARIO SAN FELIPE,666.234309,-68.86721,-32.87274
6,S/NOMBRE,1530.708434,-68.87834,-32.88285
6,S/NOMBRE,1546.668855,-68.86721,-32.87274
6,COMPLEJO PENITENCIARIO BOULOGNE SUR MER,853.4086982,-68.86721,-32.87274
6,Padre Jorge Contreras,3888.812851,-68.86721,-32.87274
6,ROBERTO ARLT,3329.182504,-68.86721,-32.87274
6,LEONARDO FAVIO,1740.415109,-68.87459,-32.88714
6,GABRIEL GARCÍA MÁRQUEZ,2537.786274,-68.86721,-32.87274
6,PATRICIAS MENDOCINAS,2791.974633,-68.86721,-32.87274
6,CIUDAD DE MENDOZA,2568.370197,-68.86721,-32.87274
6,"""SANTIAGO JOS�?? ILLA""",663.7779211,-68.86721,-32.87274
6,CARLOS DANILO BERDASCO,4616.584105,-68.91303,-32.88817
6,"SIN NOMBRE
",3428.006288,-68.86721,-32.87274
6,"""PROFESORA CATALINA LUISA SCALISE""",1410.696991,-68.86721,-32.87274
6,Cóndor de los Andes,3109.951888,-68.86721,-32.87274
6,PROFESOR OCTAVIO CORRADINI,3696.24141,-68.86721,-32.87274
6,"""MAESTRA OFELIA RAQUEL CHAUQUE""",4632.415639,-68.91318,-32.88824
6,TUPUNGATO,655.1681889,-68.86721,-32.87274
6,GRANADEROS DE LOS ANDES,3429.966463,-68.86721,-32.87274
6,"SIN NOMBRE
",3902.263865,-68.86721,-32.87274
6,ARRUMACOS,2913.274837,-68.86721,-32.87274
6,AGNES GONXHA,3326.720278,-68.86721,-32.87274
6,CARICIAS DE MIEL CDIYF N° 2,3207.339925,-68.86721,-32.87274
6,LA NUEVA CASITA,2680.558236,-68.86721,-32.87274
6,SIN NOMBRE,1779.815418,-68.86721,-32.87274
6,PRIMERA FUNDACION DE MENDOZA,3522.423249,-68.86721,-32.87274
6,S/NOMBRE,1942.326574,-68.8768,-32.88827
6,SIN NOMBRE,1774.719287,-68.86721,-32.87274
6,APANDO,3379.916913,-68.86721,-32.87274
6,COLEGIO ANDINO,4239.408676,-68.86721,-32.87274
6,F. CHOPIN,1981.855809,-68.86721,-32.87274
6,INSTITUTO CERVANTES (CENS),3183.432427,-68.86721,-32.87274
6,Profesor Fabián Roberto Testa,287.2115711,-68.86968,-32.87428
6,Profesor Fabián Roberto Testa,444.9663615,-68.87153,-32.87442
6,SAN GABRIEL,3840.743399,-68.86721,-32.87274
6,COLONIA Pfsor Luis Enrique Lucca,8005.833021,-68.94778,-32.89702
6,JUAN ESTEBAN PEDERNERA,3447.510957,-68.86721,-32.87274
6,COMBATE DE SAN LORENZO,3536.89793,-68.86721,-32.87274
6,PUESTO LIMA,4584.970795,-68.91269,-32.88811
6,JUAN ESTEBAN PEDERNERA,2757.990375,-68.86721,-32.87274
6,DPTO. DE APLIC. CARMEN VERA ARENAS,2900.793772,-68.86721,-32.87274
6,P.JOSE M.LLORENS,360.4325591,-68.86721,-32.87274
6,COMBATE DE SAN LORENZO,3652.453458,-68.86721,-32.87274
6,JARDIN NUCLEADO,887.4593287,-68.86721,-32.87274
6,INMACULADO CORAZON DE MARIA,4306.701819,-68.90918,-32.88867
6,S.T.R.O.B.E.R.I.,3552.217015,-68.86721,-32.87274
6,DR.MAX NORDAU,3117.020084,-68.86721,-32.87274
6,INSTITUTO NADINO,1495.108696,-68.86721,-32.87274
6,ESCUELA N�?? 4-174,3765.412114,-68.90279,-32.8886
6,Instituto de Educacion Superior,2812.394821,-68.86721,-32.87274
6,LUMEN DE SAN JOSE DE CALASANZ,3363.408489,-68.86721,-32.87274
6,"""Prof. Carlos Fuentealba""",3204.046314,-68.86721,-32.87274
6,HOSPITAL CENTRAL,3775.03579,-68.86721,-32.87274
6,ESCUELA REGIONAL CUYO DE CINE Y VIDEO,4055.129203,-68.86721,-32.87274
6,CABO ERNESTO URBINA,239.4415848,-68.86721,-32.87274
6,JUAN AGUSTIN MAZA,3604.566766,-68.86721,-32.87274
6,SIN NOMBRE,4399.514821,-68.90665,-32.89433
6,BLOSSOM,2859.702458,-68.86721,-32.87274
6,CRECER,2835.226051,-68.86721,-32.87274
6,INSTITUTO TECNOLOGICO DE MENDOZA,3316.292066,-68.86721,-32.87274
6,COLEGIO BLOSSOM  AMERICANO,2859.435978,-68.86721,-32.87274
6,INMACULADO CORAZON DE MARIA,4320.54982,-68.90933,-32.8887
6,RIO MENDOZA,478.6934092,-68.86721,-32.87274
6,INSTITUTO FERNANDO FADER,2931.549404,-68.86721,-32.87274
6,INSTITUTO SUPERIOR DE FORMACION GERENCIA,3712.161367,-68.86721,-32.87274
6,INST. DE DOCENCIA INV. Y CAPACIT. LABORA,3935.701991,-68.86721,-32.87274
6,INSTITUTO CUYANO DE CULTURA MUSICAL,2458.577285,-68.86721,-32.87274
6,ESCUELA CRISTIANA EVANGELICA MENDOZA,2641.569369,-68.86721,-32.87274
6,CERVANTES (CENS),3189.050447,-68.86721,-32.87274
6,INST. SUP. DE TECNOL. GRAFICA GUTEMBERG,3339.914612,-68.86721,-32.87274
6,"ESCUELA DE PSICOLOGIA ""DR. E. P. RIVIERE",3071.930305,-68.86721,-32.87274
6,INSTITUTO MENDOZA DE ENSE¥ANZA SUPERIOR,3485.842456,-68.86721,-32.87274
6,FELIX DARDO PALORMA,2581.209866,-68.86721,-32.87274
6,CARLOS VARAS GAZARI,2390.023134,-68.86721,-32.87274
6,LEONARDO FAVIO,272.1229643,-68.8695,-32.87425
6,Josefa Dominga Balcarce San Martin,2490.687689,-68.86721,-32.87274
6,WOLFGANG AMADEO MOZART,3425.246672,-68.86721,-32.87274
6,LIBERTADOR DE LOS ANDES,4022.256904,-68.86721,-32.87274
6,DR.OSVALDO S BORGHI,587.3710508,-68.86721,-32.87274
6,EVA PERON,1853.553979,-68.8752,-32.88803
6,SAN ANTONIO MARIA CLARET,4310.557612,-68.90926,-32.88861
6,LICEO AGRICOLA Y ENOLOGICO D. F. SARMIEN,2946.375934,-68.88551,-32.89436
6,ESCUELA DE COMERCIO MARTIN ZAPATA,3080.940991,-68.86721,-32.87274
6,JARDIN MATERNAL CRICYT,2396.790523,-68.87522,-32.89326
6,ALGARROBO,3813.772607,-68.90323,-32.88883
6,LA FAVORITA,4165.889947,-68.90734,-32.889
6,CERRO DE LA GLORIA,3795.847472,-68.90295,-32.88893
6,ESCUELA N�?? 3-447 (CENS),3812.72606,-68.90312,-32.88898
6,SAN ANTONIO M. CLARET,4304.481025,-68.90921,-32.88858
6,MANUEL LAINEZ,3298.929243,-68.86721,-32.87274
6,CASA DEL NI¥O CORAZON DE MARIA,4491.998009,-68.91061,-32.89005
6,J. MATERNAL CASA DEL NI¥O,4486.449981,-68.91053,-32.89008
6,QUIMICOS ARGENTINOS,3000.096698,-68.86721,-32.87274
6,PADRE CLARET,2700.982705,-68.86721,-32.87274
6,ADELA PONCE DE BOSSHARDT,3307.093574,-68.86721,-32.87274
6,FRANCISCO N DE LAPRIDA,3109.440802,-68.86721,-32.87274
6,DANIEL VIDELA CORREAS,2471.142814,-68.86721,-32.87274
6,GRAL LAS HERAS,3511.031856,-68.86721,-32.87274
6,PADRE CLARET,2697.212638,-68.86721,-32.87274
6,INSTITUTO CUYANO DE CULTURA MUSICAL,2457.297355,-68.86721,-32.87274
6,JOSE VICENTE ZAPATA,2813.537317,-68.86721,-32.87274
6,FRAY LUIS BELTRAN,2806.559949,-68.86721,-32.87274
6,JARDIN MATERNAL LA CASITA,3696.107784,-68.86721,-32.87274
6,INST.SUP.TEC.ESTUD.EC.DE CUYO,2853.86985,-68.86721,-32.87274
6,INST. SUPERIOR DE NIVEL TERICIARIO S.I.E,3936.318284,-68.86721,-32.87274
6,COL. UNIVERSITARIO CENTRAL J. DE SAN MAR,3860.318163,-68.86721,-32.87274
6,ESCUELA CRISTIANA EVANGELICA MENDOZA,2647.453913,-68.86721,-32.87274
6,SAN GABRIEL,3834.905047,-68.86721,-32.87274
6,BELLAS ARTES,3415.19285,-68.86721,-32.87274
6,ARISTIDES VILLANUEVA,3436.281382,-68.86721,-32.87274
6,JARDIN MATERNAL LOS LOCOS BAJITOS,4091.421044,-68.86721,-32.87274
6,ING. PABLO NOGUES,3450.68516,-68.86721,-32.87274
6,JARDIN MATERNAL OBRITAS,3655.339394,-68.86721,-32.87274
6,HUMBERTO DE PAOLIS,3151.558093,-68.86721,-32.87274
6,ARQ. MANUEL V. CIVIT,3600.460202,-68.86721,-32.87274
6,ESCUELA N�?? 3-406 (CENS),2389.582027,-68.86721,-32.87274
6,SAN FRANCISCO JAVIER,4042.725886,-68.86721,-32.87274
6,INSTITUTO SUPERIOR DE LA EMPRESA,3973.662974,-68.86721,-32.87274
6,HUMBERTO DE PAOLIS,3159.105039,-68.86721,-32.87274
6,FUNDACION BRASILIA,3009.492355,-68.86721,-32.87274
6,INSTITUTO INTERCULTURAL,3873.594974,-68.86721,-32.87274
6,NTRA. SRA. DE LA MISERICORDIA,3695.038536,-68.86721,-32.87274
6,ADOLFO PEREZ ESQUIVEL,3898.817117,-68.86721,-32.87274
6,BARTOLOME MITRE,3884.698072,-68.86721,-32.87274
6,CORAZON DE MARIA,2452.964811,-68.86721,-32.87274
6,ESC. DE PERIODISMO DEPORTIVO DE MENDOZA,3833.536716,-68.86721,-32.87274
6,NTRA.SRA. DE LA MISERICORDIA,3691.420184,-68.86721,-32.87274
6,CORAZON DE MARIA,2459.656431,-68.86721,-32.87274
6,ADVENTISTA,2175.821464,-68.86721,-32.87274
6,DR.JUAN AGUSTIN MAZA,1760.26115,-68.86721,-32.87274
6,DOMINGO F SARMIENTO,2121.783811,-68.86721,-32.87274
6,I.AMPUERO MATTA,2170.01041,-68.86721,-32.87274
6,ISLAS MALVINAS (TUR. Y HOTELERIA),1174.51558,-68.86721,-32.87274
6,DR.CARLOS N.VERGARA,1396.493285,-68.86721,-32.87274
6,SAN ANDRES,1359.669043,-68.86721,-32.87274
6,SAN ANDRES,1353.120089,-68.86721,-32.87274
6,I.T.U. MENDOZA,1272.542101,-68.87858,-32.87903
6,LICEO MILITAR GENERAL ESPEJO,752.1006774,-68.86721,-32.87274
6,"""ALGARROBO TELTECA""",841.0677113,-68.86721,-32.87274
6,CARMEN PONCE DE VIDELA,1318.400842,-68.87305,-32.88356
6,JARDIN MATERNAL LOS DUENDES DEL LAGO,283.2561117,-68.86721,-32.87274
6,CENTRO COMUNITARIO ED. SAN JOSE,316.3367978,-68.87016,-32.87414
6,REPUBLICA DE CHILE,776.3634737,-68.86721,-32.87274
6,MARIA CURIE,756.1438761,-68.86721,-32.87274
6,Profesor Fabián Roberto Testa,253.7300395,-68.8697,-32.87364
6,DR. DIEGO PAROISSIEN,979.11492,-68.87559,-32.86744
6,GRAL.CARLOS E. O'DONNELL,293.2136934,-68.86978,-32.87425
6,MIMITOS,260.1011863,-68.86977,-32.87365
6,DUENDELIN,918.5945181,-68.86721,-32.87274
6,VICTOR VOLPE,841.6524139,-68.86721,-32.87274
6,SAN JOSE H.MARISTAS,1573.283753,-68.88227,-32.86643
6,SAN JOSE H. MARISTAS,1590.12963,-68.88244,-32.86637
6,P.JOSE M.LLORENS,341.4065044,-68.86721,-32.87274
6,SAMUEL OSTROPOLSKY,3208.423759,-68.86721,-32.87274
6,JULIO CESAR RAFFO DE LA RETA,894.313139,-68.86721,-32.87274
6,GRAL.PATROCINIO RECABARREN,274.0714517,-68.86721,-32.87274
6,JARDIN MAT. CUSTODIA ZULUZAGA,702.2145265,-68.86834,-32.86648
6,PIO XII,2191.087162,-68.86721,-32.87274
6,CNEL.DE MARINA TOMAS ESPORA,453.2730755,-68.86721,-32.87274
6,MUNICENTRO COOP. LIBERTADOR,352.1541236,-68.86721,-32.87274
6,VICTOR MERCANTE,1779.201191,-68.86721,-32.87274
6,DR.RICARDO GUTIERREZ,3773.259811,-68.86721,-32.87274
6,LEONOR LEMOS,1824.023205,-68.86721,-32.87274
6,EDMUNDO DE AMICIS,1803.201659,-68.86721,-32.87274
6,COMPA¥IA DE MARIA,2978.56748,-68.86721,-32.87274
6,GRAL.MANUEL BELGRANO,2268.801174,-68.86721,-32.87274
6,LEàN GIECO,1828.861811,-68.86721,-32.87274
6,COMPA¥IA DE MARIA,2977.174294,-68.86721,-32.87274
6,INSTITUTO SUPERIOR DE ENSE¥ANZA TECNICA,2826.310011,-68.86721,-32.87274
6,N.S.DEL R.DE POMPEYA,3044.466815,-68.86721,-32.87274
6,ESCUELA N�?? 3-458 (CENS),2838.13406,-68.86721,-32.87274
6,HIPOLITO YRIGOYEN,2837.90258,-68.86721,-32.87274
7,BEATRIZ FALCITELLI,2280.68331,-68.86221,-32.86781
7,ENRIQUETA D DE VIDELA,2944.561791,-68.86221,-32.86781
7,NTRA.SRA.DEL ROSARIO DE POMPEYA,2454.331015,-68.86221,-32.86781
7,NUESTRA SE¥ORA DEL  ROSARIO DE POMPEYA,2461.093703,-68.86221,-32.86781
7,A.P.A.N.D.O.,2899.770951,-68.86221,-32.86781
7,PEDRO DEL CASTILLO,2978.646924,-68.86221,-32.86781
7,FRAY MAMERTO ESQUIU,2658.053996,-68.86221,-32.86781
7,DR. GREGORIO ARAOZ ALFARO,3238.481701,-68.86221,-32.86781
7,DON BOSCO,3119.778792,-68.86221,-32.86781
7,DON BOSCO,3125.472814,-68.86221,-32.86781
7,RICARDO ROJAS,3529.096846,-68.86221,-32.86781
7,TIBURCIO BENEGAS,3294.106057,-68.86221,-32.86781
7,ESCUELA N�?? 3-403 (CENS),3304.386016,-68.86221,-32.86781
7,MARIANO MORENO,3279.515489,-68.86221,-32.86781
7,SAN PEDRO NOLASCO,3275.323985,-68.86221,-32.86781
7,S.PEDRO NOLASCO,3296.321759,-68.86221,-32.86781
7,JOSE FEDERICO MORENO,2993.98743,-68.86221,-32.86781
7,ESCUELA REGIONAL DE CINE Y VIDEO,3123.321083,-68.86221,-32.86781
7,STO.TOMAS DE AQUINO,2949.75478,-68.86221,-32.86781
7,STO. TOMAS DE AQUINO,2942.023641,-68.86221,-32.86781
7,FUNDACION RICART (NORBRIDGE),2335.630548,-68.86221,-32.86781
7,DR.BERNARDO A HOUSSAY,2387.866021,-68.86221,-32.86781
7,PABLO BESSON,2712.813717,-68.86221,-32.86781
7,PABLO BESSON,2596.592516,-68.86221,-32.86781
7,SAN NICOLµS DEL CARRASCAL,2835.567178,-68.86221,-32.86781
7,MERCEDITAS DE SAN MARTIN,2820.971257,-68.86221,-32.86781
7,ESCUELA N�?? 3-408 CENS BELGRANO EDUCADOR,1240.805678,-68.86221,-32.86781
7,ROBERTO ARLT,2289.538341,-68.86221,-32.86781
7,COMBATE DE SAN LORENZO,3438.401793,-68.86221,-32.86781
7,RAQUEL MENENDEZ DE PAVON,3687.177678,-68.86221,-32.86781
7,NUESTRA ESCUELA,3157.168008,-68.86221,-32.86781
7,DOMINGO BOMBAL,3719.723604,-68.86221,-32.86781
7,INSTITUTO SUPERIOR DE CS. RELIGIOSAS SAN,3551.753541,-68.86221,-32.86781
7,CECILIA GRIERSON,3640.057121,-68.86221,-32.86781
7,SAGRADO CORAZON,3524.181046,-68.86221,-32.86781
7,SAGRADO CORAZON,3528.821776,-68.86221,-32.86781
7,INSTITUTO SUPERIOR NUEVO CUYO,3484.132764,-68.86221,-32.86781
7,S.T.R.O.B.E.R.I.,3673.80686,-68.86221,-32.86781
7,Dr.Daniel Fernando Gonzalez,3661.469097,-68.86221,-32.86781
7,PEDRO NOLASCO FERREYRA,3642.550404,-68.86221,-32.86781
7,SAN LUIS GONZAGA,3503.079979,-68.86221,-32.86781
7,POLICÍAS H�??ROES DE MENDOZA,2995.679865,-68.86221,-32.86781
7,PRESIDENTE QUINTANA,2927.399183,-68.86221,-32.86781
7,SAN LUIS GONZAGA,3546.784674,-68.86221,-32.86781
7,NORMAL TOMAS GODOY CRUZ,3085.244317,-68.86221,-32.86781
7,NORMAL SUP. TOMAS GODOY CRUZ,3081.372209,-68.86221,-32.86781
7,INSTITUTO DE EDUC. SUPERIOR MAGISTER,3218.150529,-68.86221,-32.86781
7,JAR.EXC.TOMAS GODOY CRUZ,3129.015323,-68.86221,-32.86781
7,CHIARA LUBICH,1918.508629,-68.86221,-32.86781
7,ALFREDO R.BUFANO,2887.181957,-68.86221,-32.86781
7,TOMAS G.CRUZ,3067.237264,-68.86221,-32.86781
7,INSTITUTO BLOSSOM,3033.970762,-68.86221,-32.86781
7,XXI DE ABRIL,2653.260635,-68.86221,-32.86781
7,MARIA AUXILIADORA,2460.164,-68.86221,-32.86781
7,AGUSTIN ALVAREZ,2890.019466,-68.86221,-32.86781
7,LUMEN DE SAN JOSE DE CALASANZ,2860.431346,-68.86221,-32.86781
7,I.C.E.I.,2400.782017,-68.86221,-32.86781
7,Nieves del Aconcagua,2929.068115,-68.86221,-32.86781
7,MARIA AUXILIADORA,2409.025942,-68.86221,-32.86781
7,I.C.E.I   INSTITUTO CUYANO DE ED. INTEGR,2411.477659,-68.86221,-32.86781
7,SAN FRANCISCO DE ASIS,5324.010557,-68.91383,-32.88799
7,"APRENDER, CIC FLORES SUR",1104.322828,-68.87021,-32.87513
7,SAN BUENAVENTURA,2761.897285,-68.86221,-32.86781
7,SAN BUENAVENTURA,2786.041336,-68.86221,-32.86781
7,SOLES (SOLCITO),4472.151143,-68.90397,-32.88741
7,INFANCIA,4702.749824,-68.90542,-32.88945
7,ATRAPASUE�??OS,4989.700666,-68.91088,-32.88619
7,PUESTO LIMA,2447.003437,-68.87474,-32.88717
7,LEONOR LEMOS,3366.662248,-68.86221,-32.86781
7,TOMBA,1921.678703,-68.86221,-32.86781
7,Junta de Disciplina,2683.469352,-68.87571,-32.88915
7,ALBERTO THORMANN,2261.825259,-68.86221,-32.86781
7,PROFESORA SILVIA CATALLINI,2432.317858,-68.87468,-32.88705
7,S/NOMBRE,1105.21683,-68.86352,-32.87771
7,COMPLEJO PENITENC.II SAN FELIPE,1101.296936,-68.86379,-32.87765
7,COMPL.PENITENCIARIO SAN FELIPE,1134.910102,-68.8637,-32.87796
7,S/NOMBRE,2249.977716,-68.87834,-32.88285
7,S/NOMBRE,1718.210538,-68.86221,-32.86781
7,COMPLEJO PENITENCIARIO BOULOGNE SUR MER,1081.737975,-68.86221,-32.86781
7,Padre Jorge Contreras,3869.435413,-68.86221,-32.86781
7,ROBERTO ARLT,3651.512267,-68.86221,-32.86781
7,LEONARDO FAVIO,2437.188001,-68.87459,-32.88714
7,GABRIEL GARCÍA MÁRQUEZ,2662.602502,-68.86221,-32.86781
7,PATRICIAS MENDOCINAS,2839.253363,-68.86221,-32.86781
7,CIUDAD DE MENDOZA,2602.134285,-68.86221,-32.86781
7,"""SANTIAGO JOS�?? ILLA""",1126.580766,-68.86362,-32.87789
7,CARLOS DANILO BERDASCO,5264.627369,-68.91303,-32.88817
7,"SIN NOMBRE
",3114.2191,-68.86221,-32.86781
7,"""PROFESORA CATALINA LUISA SCALISE""",1221.698665,-68.86221,-32.86781
7,Cóndor de los Andes,3587.587066,-68.86221,-32.86781
7,PROFESOR OCTAVIO CORRADINI,3578.719268,-68.86221,-32.86781
7,"""MAESTRA OFELIA RAQUEL CHAUQUE""",5280.54101,-68.91318,-32.88824
7,TUPUNGATO,1127.508581,-68.86378,-32.87789
7,GRANADEROS DE LOS ANDES,3628.163596,-68.86221,-32.86781
7,"SIN NOMBRE
",4056.062452,-68.86221,-32.86781
7,ARRUMACOS,2490.694562,-68.86221,-32.86781
7,AGNES GONXHA,3735.80773,-68.86221,-32.86781
7,CARICIAS DE MIEL CDIYF N° 2,2858.02303,-68.86221,-32.86781
7,LA NUEVA CASITA,2896.59385,-68.86221,-32.86781
7,SIN NOMBRE,1987.207569,-68.86221,-32.86781
7,PRIMERA FUNDACION DE MENDOZA,3263.649197,-68.86221,-32.86781
7,S/NOMBRE,2648.36089,-68.8768,-32.88827
7,SIN NOMBRE,1989.003561,-68.86221,-32.86781
7,APANDO,2866.460509,-68.86221,-32.86781
7,COLEGIO ANDINO,4442.423466,-68.86221,-32.86781
7,F. CHOPIN,1393.734033,-68.86221,-32.86781
7,INSTITUTO CERVANTES (CENS),3058.74991,-68.86221,-32.86781
7,Profesor Fabián Roberto Testa,1001.745333,-68.86968,-32.87428
7,Profesor Fabián Roberto Testa,1139.384042,-68.87153,-32.87442
7,SAN GABRIEL,3993.300915,-68.86221,-32.86781
7,COLONIA Pfsor Luis Enrique Lucca,8637.963983,-68.94778,-32.89702
7,JUAN ESTEBAN PEDERNERA,3645.827993,-68.86221,-32.86781
7,COMBATE DE SAN LORENZO,3280.661441,-68.86221,-32.86781
7,PUESTO LIMA,5233.403071,-68.91269,-32.88811
7,JUAN ESTEBAN PEDERNERA,2996.203052,-68.86221,-32.86781
7,DPTO. DE APLIC. CARMEN VERA ARENAS,3229.264422,-68.86221,-32.86781
7,P.JOSE M.LLORENS,503.3363141,-68.86721,-32.86949
7,COMBATE DE SAN LORENZO,3387.407329,-68.86221,-32.86781
7,JARDIN NUCLEADO,230.1491026,-68.86258,-32.86575
7,INMACULADO CORAZON DE MARIA,4967.337205,-68.90918,-32.88867
7,S.T.R.O.B.E.R.I.,3629.862259,-68.86221,-32.86781
7,DR.MAX NORDAU,2952.854681,-68.86221,-32.86781
7,INSTITUTO NADINO,1670.692451,-68.86221,-32.86781
7,ESCUELA N�?? 4-174,4442.571427,-68.90279,-32.8886
7,Instituto de Educacion Superior,3147.493696,-68.86221,-32.86781
7,LUMEN DE SAN JOSE DE CALASANZ,2873.581681,-68.86221,-32.86781
7,"""Prof. Carlos Fuentealba""",2985.064195,-68.86221,-32.86781
7,HOSPITAL CENTRAL,3782.048096,-68.86221,-32.86781
7,ESCUELA REGIONAL CUYO DE CINE Y VIDEO,4106.697944,-68.86221,-32.86781
7,CABO ERNESTO URBINA,567.553337,-68.86467,-32.87248
7,JUAN AGUSTIN MAZA,3597.36502,-68.86221,-32.86781
7,SIN NOMBRE,5093.781575,-68.90665,-32.89433
7,BLOSSOM,3033.149559,-68.86221,-32.86781
7,CRECER,2524.24308,-68.86221,-32.86781
7,INSTITUTO TECNOLOGICO DE MENDOZA,3481.791393,-68.86221,-32.86781
7,COLEGIO BLOSSOM  AMERICANO,3036.373547,-68.86221,-32.86781
7,INMACULADO CORAZON DE MARIA,4980.947666,-68.90933,-32.8887
7,RIO MENDOZA,326.495191,-68.86555,-32.86865
7,INSTITUTO FERNANDO FADER,2873.49014,-68.86221,-32.86781
7,INSTITUTO SUPERIOR DE FORMACION GERENCIA,3813.983602,-68.86221,-32.86781
7,INST. DE DOCENCIA INV. Y CAPACIT. LABORA,4148.951195,-68.86221,-32.86781
7,INSTITUTO CUYANO DE CULTURA MUSICAL,2860.052333,-68.86221,-32.86781
7,ESCUELA CRISTIANA EVANGELICA MENDOZA,2984.045132,-68.86221,-32.86781
7,CERVANTES (CENS),3066.834244,-68.86221,-32.86781
7,INST. SUP. DE TECNOL. GRAFICA GUTEMBERG,3001.359384,-68.86221,-32.86781
7,"ESCUELA DE PSICOLOGIA ""DR. E. P. RIVIERE",3329.027163,-68.86221,-32.86781
7,INSTITUTO MENDOZA DE ENSE¥ANZA SUPERIOR,3552.666291,-68.86221,-32.86781
7,FELIX DARDO PALORMA,2387.647394,-68.86221,-32.86781
7,CARLOS VARAS GAZARI,2305.394097,-68.86221,-32.86781
7,LEONARDO FAVIO,987.8589947,-68.8695,-32.87425
7,Josefa Dominga Balcarce San Martin,2936.112644,-68.86221,-32.86781
7,WOLFGANG AMADEO MOZART,3286.209162,-68.86221,-32.86781
7,LIBERTADOR DE LOS ANDES,3526.668272,-68.86221,-32.86781
7,DR.OSVALDO S BORGHI,298.1339669,-68.86221,-32.86781
7,EVA PERON,2551.04642,-68.8752,-32.88803
7,SAN ANTONIO MARIA CLARET,4970.643103,-68.90926,-32.88861
7,LICEO AGRICOLA Y ENOLOGICO D. F. SARMIEN,3663.804156,-68.88551,-32.89436
7,ESCUELA DE COMERCIO MARTIN ZAPATA,3373.527065,-68.86221,-32.86781
7,JARDIN MATERNAL CRICYT,3074.621891,-68.87522,-32.89326
7,ALGARROBO,4491.011441,-68.90323,-32.88883
7,LA FAVORITA,4833.197192,-68.90734,-32.889
7,CERRO DE LA GLORIA,4474.395847,-68.90295,-32.88893
7,ESCUELA N�?? 3-447 (CENS),4491.107517,-68.90312,-32.88898
7,SAN ANTONIO M. CLARET,4964.460473,-68.90921,-32.88858
7,MANUEL LAINEZ,3708.789723,-68.86221,-32.86781
7,CASA DEL NI¥O CORAZON DE MARIA,5157.213272,-68.91061,-32.89005
7,J. MATERNAL CASA DEL NI¥O,5152.040566,-68.91053,-32.89008
7,QUIMICOS ARGENTINOS,3358.910473,-68.86221,-32.86781
7,PADRE CLARET,3101.171373,-68.86221,-32.86781
7,ADELA PONCE DE BOSSHARDT,3713.744156,-68.86221,-32.86781
7,FRANCISCO N DE LAPRIDA,3589.338382,-68.86221,-32.86781
7,DANIEL VIDELA CORREAS,2916.080483,-68.86221,-32.86781
7,GRAL LAS HERAS,3255.754432,-68.86221,-32.86781
7,PADRE CLARET,3100.109613,-68.86221,-32.86781
7,INSTITUTO CUYANO DE CULTURA MUSICAL,2858.325276,-68.86221,-32.86781
7,JOSE VICENTE ZAPATA,3140.882511,-68.86221,-32.86781
7,FRAY LUIS BELTRAN,3109.808305,-68.86221,-32.86781
7,JARDIN MATERNAL LA CASITA,3580.632862,-68.86221,-32.86781
7,INST.SUP.TEC.ESTUD.EC.DE CUYO,3189.413959,-68.86221,-32.86781
7,INST. SUPERIOR DE NIVEL TERICIARIO S.I.E,4163.941994,-68.86221,-32.86781
7,COL. UNIVERSITARIO CENTRAL J. DE SAN MAR,4074.542207,-68.86221,-32.86781
7,ESCUELA CRISTIANA EVANGELICA MENDOZA,2988.982064,-68.86221,-32.86781
7,SAN GABRIEL,3987.759025,-68.86221,-32.86781
7,BELLAS ARTES,3627.326613,-68.86221,-32.86781
7,ARISTIDES VILLANUEVA,3638.915533,-68.86221,-32.86781
7,JARDIN MATERNAL LOS LOCOS BAJITOS,4257.672479,-68.86221,-32.86781
7,ING. PABLO NOGUES,3766.282968,-68.86221,-32.86781
7,JARDIN MATERNAL OBRITAS,3903.81171,-68.86221,-32.86781
7,HUMBERTO DE PAOLIS,3368.823271,-68.86221,-32.86781
7,ARQ. MANUEL V. CIVIT,3483.243484,-68.86221,-32.86781
7,ESCUELA N�?? 3-406 (CENS),2311.98085,-68.86221,-32.86781
7,SAN FRANCISCO JAVIER,4265.936058,-68.86221,-32.86781
7,INSTITUTO SUPERIOR DE LA EMPRESA,4100.443576,-68.86221,-32.86781
7,HUMBERTO DE PAOLIS,3375.052813,-68.86221,-32.86781
7,FUNDACION BRASILIA,3290.389918,-68.86221,-32.86781
7,INSTITUTO INTERCULTURAL,3982.141053,-68.86221,-32.86781
7,NTRA. SRA. DE LA MISERICORDIA,3803.460803,-68.86221,-32.86781
7,ADOLFO PEREZ ESQUIVEL,4050.086802,-68.86221,-32.86781
7,BARTOLOME MITRE,4039.392875,-68.86221,-32.86781
7,CORAZON DE MARIA,2727.061084,-68.86221,-32.86781
7,ESC. DE PERIODISMO DEPORTIVO DE MENDOZA,3989.42698,-68.86221,-32.86781
7,NTRA.SRA. DE LA MISERICORDIA,3798.473741,-68.86221,-32.86781
7,CORAZON DE MARIA,2735.140613,-68.86221,-32.86781
7,ADVENTISTA,2314.219746,-68.86221,-32.86781
